date,time,noon,declination
20210804,0341352699 ,229.28946,1.40774
20200703,1535029218 ,23.772682,0.389948
20220221,1109265965 ,297.515155,-1.533329
20220403,1007061375 ,158.5199,-0.999573
20200522,0854181735 ,180.474235,-0.772619
20210802,0808118751 ,251.488283,1.39455
20220723,1025018122 ,242.916382,1.490156
